Investment,Location,CompetitionLevel,TargetCustomers,MonthlyRent,MarketingBudget,BusinessOutcome
847980,Visakhapatnam,4,945,34176,45403,Profitable
714516,Chennai,7,997,44225,15077,Medium
985425,Bhopal,6,514,11926,39532,Profitable
180776,Mumbai,5,346,35107,9181,Loss
582605,Lucknow,8,218,18663,18171,Loss
292810,Pune,4,238,38733,29380,Loss
822810,Ahmedabad,6,487,32065,3856,Loss
709075,Chandigarh,2,125,33461,24228,Medium
864589,Lucknow,3,456,18301,49785,Profitable
721324,Indore,7,585,30719,23396,Loss
332364,Indore,10,686,37157,22455,Loss
228122,Bangalore,1,853,45296,29025,Profitable
284139,Lucknow,4,329,9474,9162,Loss
329137,Visakhapatnam,10,500,19277,49624,Loss
444562,Kolkata,10,928,19493,46736,Loss
403181,Mumbai,9,706,9313,23353,Loss
286490,Pune,5,219,42448,8470,Loss
199887,Kolkata,9,985,20029,20897,Loss
246253,Visakhapatnam,4,375,14182,31421,Loss
503499,Chandigarh,5,787,21957,45381,Medium
303717,Visakhapatnam,10,240,24939,6630,Loss
231138,Bangalore,5,375,28988,37791,Loss
583926,Indore,6,121,24547,2449,Loss
527835,Delhi,2,970,13167,33642,Profitable
269299,Bhopal,3,396,10744,27333,Loss
322075,Chandigarh,10,309,8411,17493,Loss
342790,Chennai,5,929,36196,15247,Loss
450483,Chandigarh,6,340,48963,29800,Loss
988793,Indore,5,420,26193,27484,Medium
338600,Bangalore,8,227,36546,41473,Loss
517557,Ahmedabad,1,173,41962,46810,Medium
426456,Pune,10,518,27188,25961,Loss
108652,Bangalore,9,109,19047,36001,Loss
808150,Chandigarh,6,493,23002,26501,Medium
534002,Pune,6,955,19334,17436,Medium
501314,Delhi,1,310,23063,19024,Medium
611441,Indore,4,546,10858,5082,Medium
520395,Bhopal,5,468,20400,32192,Loss
703126,Bangalore,8,637,49153,36171,Loss
451466,Delhi,9,794,13237,22647,Loss
912752,Kolkata,1,73,23854,39618,Profitable
725464,Kolkata,6,179,30689,14970,Loss
873575,Chennai,1,702,9239,7610,Profitable
581310,Bhopal,3,324,34528,9229,Loss
104316,Hyderabad,5,832,32844,20887,Loss
477966,Lucknow,5,122,19591,20669,Loss
636554,Chennai,4,416,12364,28669,Medium
687024,Pune,3,660,23139,41625,Profitable
815071,Chandigarh,9,279,17075,39875,Loss
398880,Bangalore,3,780,34230,2320,Medium
945351,Ahmedabad,5,121,14374,17882,Loss
212707,Delhi,4,460,21306,5821,Loss
847603,Chennai,6,207,34764,28288,Loss
166621,Jaipur,10,682,45535,5495,Loss
513204,Kolkata,7,781,14351,8941,Loss
102502,Hyderabad,3,876,10292,12244,Medium
554863,Indore,10,420,42398,12311,Loss
515345,Visakhapatnam,5,144,36409,6021,Loss
814492,Delhi,6,692,44063,23889,Medium
296419,Visakhapatnam,3,857,23079,16364,Medium
985858,Pune,9,245,38849,16032,Loss
660188,Lucknow,6,316,25575,20077,Loss
843490,Mumbai,9,808,24564,42924,Medium
221974,Delhi,2,467,19701,4894,Loss
679090,Jaipur,4,447,33567,17989,Medium
183496,Bhopal,6,601,40871,34133,Loss
951718,Mumbai,3,239,30411,10308,Medium
969248,Chennai,2,152,7370,46860,Profitable
220426,Coimbatore,8,175,47128,36313,Loss
690532,Chandigarh,4,743,35887,19842,Medium
516861,Kolkata,4,869,23948,22859,Medium
152908,Ahmedabad,1,904,6777,3556,Profitable
327339,Coimbatore,10,471,16408,34701,Loss
436104,Mumbai,8,256,49273,18811,Loss
644310,Lucknow,2,909,42378,29197,Profitable
490773,Chandigarh,1,585,6530,42057,Profitable
330359,Chennai,7,562,29323,35869,Loss
945913,Jaipur,5,427,39464,7903,Medium
813436,Kolkata,4,509,9373,48268,Profitable
216997,Hyderabad,5,862,43240,12009,Loss
498652,Indore,7,968,23911,10213,Loss
922188,Indore,5,134,42699,7993,Loss
553237,Coimbatore,1,348,42136,9124,Medium
543456,Jaipur,5,179,39097,37794,Loss
297735,Lucknow,10,554,40218,5145,Loss
436012,Indore,4,361,10436,39641,Medium
413194,Kolkata,9,440,42784,13456,Loss
968857,Bhopal,9,233,29443,27926,Loss
635830,Bhopal,3,656,26258,23725,Profitable
636389,Bangalore,1,338,38313,29364,Profitable
812590,Delhi,2,652,40910,40576,Profitable
357623,Coimbatore,2,460,49169,13314,Loss
942700,Jaipur,3,843,29026,25732,Profitable
405158,Bangalore,7,113,14794,49715,Loss
954334,Jaipur,10,784,48086,37775,Loss
709118,Chennai,8,716,41784,47190,Loss
363327,Ahmedabad,8,905,44123,29447,Loss
424672,Lucknow,3,854,11070,35012,Profitable
367990,Mumbai,1,80,37746,9355,Loss
971587,Kolkata,6,111,8707,20379,Loss
440757,Pune,8,464,16231,34428,Loss
377789,Delhi,10,757,27626,2051,Loss
648505,Chennai,8,133,24116,8736,Loss
420088,Chennai,5,633,17842,5401,Loss
479441,Chennai,5,570,26823,5559,Loss
613473,Coimbatore,1,961,25344,43250,Profitable
876699,Jaipur,5,675,42821,24558,Medium
226685,Jaipur,8,415,30854,48982,Loss
664620,Chandigarh,9,178,7443,44005,Loss
145655,Delhi,5,500,37658,47591,Loss
892617,Delhi,4,925,27523,4057,Profitable
907235,Indore,4,755,28519,11831,Profitable
809902,Chennai,6,152,34321,36592,Loss
880329,Hyderabad,8,746,35441,39082,Medium
762882,Pune,3,417,43524,5257,Medium
528373,Bhopal,10,696,36278,21446,Loss
427704,Ahmedabad,9,241,38561,11686,Loss
819399,Delhi,7,1000,30880,41666,Profitable
661077,Bangalore,7,683,8874,48200,Medium
380233,Chennai,2,860,25931,6163,Medium
975430,Bangalore,4,531,48370,38159,Profitable
839049,Visakhapatnam,10,655,11151,6651,Loss
937545,Ahmedabad,3,120,22745,26686,Medium
965433,Lucknow,6,359,25820,46594,Medium
745427,Pune,5,56,9712,49410,Loss
481530,Ahmedabad,4,492,8825,8722,Loss
336621,Visakhapatnam,8,813,10841,39602,Loss
236422,Mumbai,3,513,12469,27786,Medium
513370,Coimbatore,9,111,15842,4850,Loss
443519,Kolkata,5,298,16819,46359,Loss
560853,Kolkata,1,802,16841,28366,Profitable
545363,Lucknow,3,558,35635,42861,Profitable
354764,Bhopal,9,639,15835,4104,Loss
123857,Ahmedabad,9,882,24913,9937,Loss
168850,Indore,10,398,43570,7693,Loss
534415,Mumbai,1,867,44444,37479,Profitable
473772,Bangalore,8,120,46037,18410,Loss
823154,Kolkata,2,927,29951,37554,Profitable
675536,Kolkata,10,840,19748,33354,Loss
426612,Kolkata,2,326,19375,7984,Loss
537914,Bangalore,4,356,24981,8086,Loss
243043,Jaipur,5,892,14942,25506,Medium
149041,Visakhapatnam,7,420,31487,27194,Loss
956085,Bhopal,10,949,40508,22752,Loss
617870,Mumbai,10,722,14017,21733,Loss
926467,Kolkata,5,807,29554,34792,Profitable
729294,Lucknow,2,939,5954,14611,Profitable
618297,Lucknow,9,409,17760,21725,Loss
960357,Coimbatore,9,250,46302,25188,Loss
381759,Visakhapatnam,2,133,7723,25716,Loss
662843,Hyderabad,2,682,30658,9544,Profitable
149913,Chennai,8,624,28049,17148,Loss
413599,Coimbatore,9,677,39697,6421,Loss
176322,Chandigarh,7,836,28860,22186,Loss
213778,Coimbatore,10,349,45436,29273,Loss
999328,Visakhapatnam,2,831,5452,4636,Profitable
442757,Chandigarh,4,938,28260,22099,Medium
782632,Visakhapatnam,8,109,39453,33309,Loss
757044,Hyderabad,7,642,12394,31484,Medium
307965,Bangalore,7,252,39119,28728,Loss
608976,Chennai,9,718,17468,48017,Loss
173999,Chennai,4,967,17711,44205,Medium
997351,Kolkata,1,183,6153,44013,Profitable
164446,Jaipur,2,70,31081,42254,Loss
373820,Bhopal,8,87,15454,20270,Loss
360352,Coimbatore,6,563,9524,14799,Loss
674905,Bhopal,8,783,20070,25171,Loss
976066,Kolkata,1,423,26215,48038,Profitable
199205,Ahmedabad,2,161,31142,21889,Loss
921084,Bangalore,2,450,28290,48891,Profitable
397320,Ahmedabad,5,389,12899,39794,Loss
252603,Bangalore,1,212,22417,16845,Loss
874130,Lucknow,3,430,12010,39192,Profitable
544038,Visakhapatnam,1,935,39261,43081,Profitable
597434,Visakhapatnam,6,465,23285,30946,Loss
699766,Mumbai,1,111,32313,31461,Medium
356584,Delhi,10,653,34822,32571,Loss
841844,Kolkata,6,547,44103,9343,Loss
812129,Visakhapatnam,7,702,15399,15259,Medium
934858,Chennai,5,671,44556,17402,Medium
891768,Hyderabad,7,512,48925,19750,Loss
349937,Ahmedabad,7,772,10792,28503,Loss
394370,Ahmedabad,4,987,32716,47399,Profitable
166934,Pune,3,707,49058,32493,Medium
343703,Bhopal,10,938,15811,48136,Loss
693001,Hyderabad,2,634,37086,21740,Profitable
360867,Lucknow,8,733,18877,7850,Loss
861927,Bhopal,9,200,8917,27978,Loss
590608,Lucknow,8,248,27690,9956,Loss
140461,Coimbatore,7,704,42477,27040,Loss
582415,Jaipur,2,634,32451,43245,Profitable
776371,Hyderabad,4,905,18627,4261,Profitable
123196,Indore,8,603,12719,11744,Loss
407998,Pune,5,865,48721,26041,Medium
281292,Mumbai,3,116,6166,43326,Loss
162719,Lucknow,8,491,8035,12821,Loss
427352,Bhopal,9,934,45093,29739,Loss
910083,Visakhapatnam,6,288,16299,28031,Loss
404028,Ahmedabad,9,428,42276,45868,Loss
409450,Visakhapatnam,8,319,13118,38340,Loss
544077,Coimbatore,1,592,42420,7145,Medium
820318,Bhopal,4,193,12884,6940,Loss
931182,Delhi,7,347,49956,10851,Loss
995192,Pune,3,900,38058,27252,Profitable
285319,Ahmedabad,1,590,26623,20421,Medium
675803,Jaipur,2,639,25697,46644,Profitable
914969,Kolkata,4,520,22424,10285,Medium
938146,Chandigarh,5,242,25053,32941,Medium
268317,Jaipur,7,527,29230,2196,Loss
691521,Coimbatore,8,839,15742,36185,Medium
959111,Visakhapatnam,5,51,25459,49453,Medium
235132,Coimbatore,1,74,5510,40997,Medium
540823,Bhopal,8,352,34777,47802,Loss
271515,Ahmedabad,5,448,34592,27343,Loss
489214,Ahmedabad,3,263,48957,23039,Loss
366522,Bhopal,4,895,43646,37964,Medium
917986,Delhi,3,627,37089,10844,Profitable
336458,Visakhapatnam,7,195,27261,44143,Loss
580562,Delhi,10,545,21102,5180,Loss
944777,Delhi,3,661,34516,26999,Profitable
276219,Kolkata,2,768,40141,31847,Medium
436193,Chennai,4,119,33109,11158,Loss
627054,Chandigarh,1,384,17128,11801,Medium
591864,Coimbatore,6,774,30898,27929,Medium
728490,Chennai,9,933,5145,5860,Loss
840817,Bhopal,2,262,28965,43292,Profitable
708135,Ahmedabad,6,70,49206,26467,Loss
821959,Ahmedabad,9,883,35005,25005,Loss
258002,Ahmedabad,7,970,9105,33241,Loss
553933,Indore,1,244,31301,25684,Medium
696083,Visakhapatnam,1,150,15838,33173,Profitable
417587,Visakhapatnam,5,184,48366,34664,Loss
533186,Visakhapatnam,6,201,35181,21294,Loss
913994,Ahmedabad,6,842,20807,38478,Profitable
688141,Hyderabad,8,976,46834,4524,Loss
124944,Delhi,10,540,25643,42261,Loss
224303,Ahmedabad,3,870,42371,49151,Profitable
466863,Bhopal,7,282,40280,5304,Loss
244949,Bhopal,7,318,22527,12031,Loss
803026,Coimbatore,5,196,6837,38734,Medium
706826,Bangalore,1,627,44955,5171,Profitable
197930,Indore,9,324,22702,14101,Loss
141873,Mumbai,3,958,15876,37982,Profitable
297942,Pune,10,769,11250,24248,Loss
236649,Bhopal,6,198,21207,40783,Loss
609803,Ahmedabad,3,792,10421,48239,Profitable
189599,Hyderabad,1,823,6933,3682,Medium
419386,Hyderabad,7,409,32926,20356,Loss
648705,Mumbai,4,164,22929,37456,Loss
746531,Indore,2,217,49170,9407,Medium
158482,Lucknow,4,132,15497,41078,Loss
206074,Chennai,6,741,29190,6778,Loss
731791,Ahmedabad,3,87,6992,40270,Medium
116841,Chandigarh,6,260,14928,20711,Loss
293395,Mumbai,6,811,34142,38298,Loss
699829,Bhopal,5,501,19161,10070,Loss
609852,Mumbai,1,948,14865,35675,Profitable
233608,Delhi,8,449,46168,37193,Loss
789526,Bangalore,6,517,37767,28452,Medium
944355,Chandigarh,8,227,27061,49760,Loss
261536,Chennai,5,833,24463,14348,Loss
804302,Jaipur,10,398,15868,31288,Loss
119188,Jaipur,8,250,30238,28342,Loss
183864,Delhi,8,330,30947,45648,Loss
974671,Delhi,5,124,47354,37812,Loss
172467,Coimbatore,2,106,12186,21557,Loss
649953,Jaipur,10,882,33188,21011,Loss
440791,Bangalore,7,997,45680,21612,Loss
305320,Lucknow,9,567,42022,41522,Loss
163442,Indore,10,299,25392,3808,Loss
267263,Lucknow,7,216,11334,24345,Loss
462112,Indore,3,898,24806,45904,Profitable
186131,Jaipur,6,794,36753,25460,Loss
530565,Ahmedabad,2,700,20186,11046,Profitable
558035,Jaipur,7,119,15299,49618,Loss
164024,Delhi,7,556,36059,11663,Loss
795607,Mumbai,9,264,8178,44534,Loss
985722,Bangalore,1,772,22235,49195,Profitable
964042,Indore,4,628,11980,3741,Profitable
522682,Coimbatore,6,703,11602,19467,Loss
116012,Lucknow,5,824,6528,34303,Medium
925186,Bhopal,10,316,15561,38734,Loss
983708,Visakhapatnam,2,890,39942,34099,Profitable
585299,Ahmedabad,2,348,10588,18348,Medium
682699,Hyderabad,10,455,42298,19808,Loss
146259,Jaipur,5,988,12886,12329,Loss
133866,Hyderabad,5,551,35303,37807,Loss
617246,Mumbai,3,328,7187,28824,Medium
891950,Ahmedabad,1,480,27519,39793,Profitable
808780,Chandigarh,7,864,35131,31611,Medium
559898,Coimbatore,1,930,38380,12105,Profitable
401373,Ahmedabad,3,735,5981,47957,Profitable
165779,Ahmedabad,5,646,31902,23579,Loss
198746,Lucknow,10,170,28703,15880,Loss
638006,Chandigarh,8,177,14578,21910,Loss
713105,Indore,7,129,10379,48038,Loss
793978,Coimbatore,6,998,15312,21949,Profitable
743012,Ahmedabad,8,189,39778,8275,Loss
679172,Ahmedabad,5,121,20590,13305,Loss
645686,Chandigarh,4,337,5386,8218,Loss
434377,Hyderabad,4,319,32346,31164,Loss
445165,Mumbai,1,373,14106,27411,Medium
434055,Kolkata,2,357,20856,25014,Medium
279586,Coimbatore,3,543,18329,23078,Medium
247747,Coimbatore,9,315,45581,34252,Loss
967176,Coimbatore,7,438,40289,34381,Loss
861184,Visakhapatnam,1,111,40794,42097,Profitable
943722,Hyderabad,8,380,19677,2160,Loss
445662,Visakhapatnam,2,654,6922,10278,Medium
968170,Indore,7,947,47104,7946,Medium
166986,Bangalore,8,773,38383,29148,Loss
117413,Jaipur,9,297,24547,34962,Loss
271948,Chandigarh,6,977,39983,19244,Loss
828162,Bhopal,9,308,26239,44071,Loss
413640,Bhopal,5,855,48706,12029,Loss
125199,Visakhapatnam,7,976,14380,25499,Loss
617301,Chandigarh,4,775,15000,11350,Medium
522966,Bangalore,5,907,27040,18031,Medium
599738,Bangalore,9,122,46210,2492,Loss
975151,Chennai,10,384,11754,5995,Loss
884313,Jaipur,9,179,26256,34549,Loss
525456,Pune,3,158,19977,44084,Medium
338540,Kolkata,2,849,37888,32700,Profitable
728067,Delhi,9,315,36228,5589,Loss
111247,Bhopal,7,969,7524,14258,Loss
560524,Indore,8,507,21448,31431,Loss
793693,Bhopal,3,732,13850,9431,Profitable
196486,Kolkata,3,737,25928,33708,Medium
132583,Bhopal,6,535,28906,19411,Loss
642980,Mumbai,5,724,43653,48136,Medium
109017,Chennai,1,187,33451,30268,Loss
692723,Chennai,7,670,19479,9508,Loss
604072,Pune,10,203,46090,29838,Loss
355914,Hyderabad,10,454,12598,25881,Loss
250914,Coimbatore,9,696,35206,47628,Loss
638767,Delhi,10,630,40810,27167,Loss
286657,Delhi,10,344,28751,25851,Loss
113821,Lucknow,6,976,38890,14935,Loss
276797,Bangalore,10,84,28670,29666,Loss
558106,Coimbatore,5,147,19071,27419,Loss
422272,Bhopal,4,907,44717,10217,Medium
453857,Hyderabad,9,255,25078,39419,Loss
670727,Bangalore,8,348,26853,33918,Loss
247885,Ahmedabad,6,609,41520,16183,Loss
779470,Bhopal,4,905,23897,11366,Profitable
858475,Bangalore,3,608,8731,8933,Profitable
366557,Kolkata,8,718,47652,41937,Loss
106373,Lucknow,7,981,33805,27189,Loss
591066,Kolkata,7,960,37777,36419,Medium
752415,Chennai,6,215,48988,49984,Loss
946769,Bhopal,10,459,11420,34679,Loss
778143,Indore,3,530,35557,4709,Medium
684667,Pune,10,71,14188,42476,Loss
450410,Bangalore,8,912,18930,8143,Loss
449862,Visakhapatnam,2,973,41597,47627,Profitable
949152,Indore,1,858,25295,17576,Profitable
885667,Chandigarh,7,982,8854,45094,Profitable
198091,Jaipur,4,55,28458,22602,Loss
556495,Visakhapatnam,4,514,11875,47737,Medium
271326,Pune,9,835,45131,42220,Loss
412702,Bhopal,7,117,20437,44481,Loss
945688,Coimbatore,3,231,10261,39630,Profitable
936007,Visakhapatnam,8,201,15263,44789,Loss
712585,Chennai,6,530,19270,28409,Medium
335475,Visakhapatnam,5,417,41132,32497,Loss
723148,Bhopal,10,75,27149,13613,Loss
131985,Bhopal,8,280,41882,19520,Loss
324606,Visakhapatnam,5,380,26800,33427,Loss
499165,Chennai,2,368,39618,18494,Medium
798277,Lucknow,7,912,36267,46314,Profitable
294371,Lucknow,3,84,15223,14698,Loss
831477,Bhopal,10,942,29640,41048,Medium
225297,Kolkata,2,285,6248,30408,Loss
867253,Coimbatore,6,280,16837,9221,Loss
195220,Bhopal,3,853,23467,13155,Medium
143511,Jaipur,7,700,42100,10553,Loss
726310,Visakhapatnam,4,525,15755,20856,Medium
707192,Chennai,6,273,26641,36669,Loss
416717,Hyderabad,5,845,5792,21972,Medium
781164,Kolkata,2,803,27711,18848,Profitable
199436,Indore,10,85,43703,45833,Loss
231662,Jaipur,6,951,40371,37209,Loss
908329,Chandigarh,1,574,28210,17030,Profitable
599090,Visakhapatnam,3,180,15064,38829,Medium
772153,Visakhapatnam,8,92,36151,46612,Loss
222743,Lucknow,8,869,21521,36279,Loss
469259,Hyderabad,9,362,31801,22155,Loss
284275,Mumbai,5,782,27617,14439,Loss
640794,Delhi,3,360,16288,22805,Medium
669763,Ahmedabad,6,261,10365,31922,Loss
379431,Indore,2,663,7344,44060,Profitable
601003,Lucknow,5,372,36375,11572,Loss
311790,Lucknow,6,614,31758,44682,Loss
729335,Delhi,5,617,47323,29552,Medium
705705,Lucknow,10,938,35638,34262,Loss
974604,Chandigarh,6,79,40585,34749,Loss
269396,Visakhapatnam,5,681,27622,5628,Loss
967843,Mumbai,9,963,8568,48810,Profitable
476497,Lucknow,7,547,9374,22530,Loss
335678,Jaipur,2,812,16540,7400,Medium
326681,Bhopal,1,553,17459,38618,Profitable
645541,Ahmedabad,5,639,27243,47205,Medium
702087,Ahmedabad,3,353,30757,24030,Medium
680949,Lucknow,6,471,10447,19192,Loss
279281,Pune,2,220,48232,12013,Loss
496160,Indore,7,320,10473,24477,Loss
792692,Bangalore,2,226,30842,26491,Medium
329814,Hyderabad,10,950,41425,47684,Loss
372235,Indore,8,106,20795,37831,Loss
422351,Bangalore,7,321,20763,18007,Loss
212810,Chandigarh,6,965,39342,17693,Loss
777177,Jaipur,6,935,40442,25215,Medium
663557,Bangalore,5,730,8510,43474,Profitable
961664,Pune,8,549,30610,28289,Loss
996104,Visakhapatnam,2,936,42916,20218,Profitable
163843,Pune,8,290,35027,43447,Loss
314090,Mumbai,1,481,16163,47058,Profitable
818702,Ahmedabad,1,758,44528,25700,Profitable
146315,Pune,1,367,16239,19220,Loss
944663,Jaipur,7,63,20222,23730,Loss
850241,Kolkata,3,643,35910,49019,Profitable
462849,Coimbatore,5,618,45631,5414,Loss
431310,Chandigarh,6,235,41349,37969,Loss
719094,Mumbai,1,972,47588,19695,Profitable
312372,Chennai,3,109,21603,45243,Loss
658168,Mumbai,7,148,44833,29367,Loss
490894,Ahmedabad,7,291,15885,46115,Loss
271880,Visakhapatnam,9,186,36069,39506,Loss
465957,Mumbai,5,581,32599,13969,Loss
272217,Bangalore,6,845,28078,48218,Medium
392591,Mumbai,5,929,22832,48435,Profitable
689099,Hyderabad,4,72,5613,19995,Loss
389339,Bhopal,5,260,15690,43932,Loss
441813,Chandigarh,7,55,32398,27481,Loss
194862,Visakhapatnam,10,351,10663,30761,Loss
563718,Visakhapatnam,5,429,18388,15471,Loss
580478,Lucknow,10,374,41291,47899,Loss
985868,Jaipur,1,800,46003,15613,Profitable
727168,Pune,5,930,26608,24611,Profitable
150479,Lucknow,7,948,23774,24733,Loss
364333,Bhopal,9,703,45375,27856,Loss
299900,Chandigarh,4,828,28537,42280,Medium
366023,Jaipur,10,813,20895,13070,Loss
167478,Visakhapatnam,7,726,35733,17397,Loss
973865,Bangalore,9,331,37555,17631,Loss
347875,Chandigarh,2,147,10651,46748,Medium
428425,Hyderabad,6,318,25073,14523,Loss
334350,Delhi,9,946,49350,8071,Loss
998836,Pune,2,436,15566,41393,Profitable
501286,Chandigarh,5,55,17760,30175,Loss
625410,Chennai,8,992,10701,37008,Medium
204945,Indore,8,558,12958,16658,Loss
317767,Chennai,1,375,47722,33804,Medium
562134,Bangalore,1,291,43139,42429,Profitable
847633,Kolkata,5,679,7645,16343,Profitable
235956,Lucknow,10,419,49755,46892,Loss
891331,Bhopal,6,194,43915,3096,Loss
706756,Coimbatore,1,250,43170,40848,Profitable
117102,Chennai,6,166,9345,10970,Loss
635644,Jaipur,1,958,8339,16932,Profitable
620783,Visakhapatnam,4,994,23487,44318,Profitable
985683,Hyderabad,4,819,32722,40661,Profitable
109417,Jaipur,6,345,33204,33770,Loss
364317,Ahmedabad,10,124,10698,23087,Loss
299752,Chandigarh,2,212,16794,44481,Medium
629008,Jaipur,1,393,9737,15608,Profitable
161970,Coimbatore,10,637,43004,14589,Loss
366694,Bhopal,10,709,37586,31100,Loss
921222,Ahmedabad,9,502,45638,28991,Loss
458142,Hyderabad,10,599,34594,27260,Loss
628553,Ahmedabad,5,295,10285,31215,Loss
454992,Hyderabad,3,987,14434,48327,Profitable
425927,Jaipur,9,685,18798,16201,Loss
918867,Hyderabad,6,319,20281,44920,Medium
253069,Bhopal,5,83,42796,48099,Loss
258209,Pune,4,396,46167,41892,Loss
370930,Mumbai,2,598,30200,32848,Medium
739765,Kolkata,4,987,5891,21860,Profitable
470040,Ahmedabad,7,642,28784,14397,Loss
200133,Pune,10,291,46847,43133,Loss
130152,Pune,5,241,34223,20470,Loss
731127,Mumbai,3,386,47807,41755,Medium
890411,Mumbai,7,118,24884,26425,Loss
114662,Hyderabad,1,70,22567,28717,Loss
605853,Coimbatore,2,296,47755,35274,Medium
599062,Ahmedabad,5,497,40450,20461,Loss
739312,Lucknow,5,66,7317,45975,Loss
687746,Hyderabad,3,255,14227,32248,Medium
975788,Kolkata,10,880,31145,13898,Loss
747545,Mumbai,8,292,46717,4197,Loss
890909,Jaipur,7,93,18958,41871,Loss
369175,Ahmedabad,7,75,30223,3275,Loss
844995,Jaipur,5,884,28494,26381,Profitable
523479,Lucknow,9,407,27246,35558,Loss
885959,Pune,1,628,8179,22223,Profitable
903018,Coimbatore,3,165,48405,42735,Medium
729122,Mumbai,10,514,14575,48172,Loss
160820,Pune,6,530,33816,34820,Loss
899356,Bhopal,2,183,31311,21299,Medium
826565,Bangalore,4,858,8232,3316,Profitable
524641,Coimbatore,4,74,32066,31700,Loss
667851,Lucknow,4,530,29522,2513,Loss
298846,Visakhapatnam,10,352,25628,40401,Loss
707914,Delhi,3,446,13036,22494,Medium
784854,Hyderabad,7,185,48026,42190,Loss
621878,Visakhapatnam,4,140,24045,36810,Loss
763563,Bangalore,7,580,31034,39890,Medium
951946,Delhi,4,854,30173,17869,Profitable
479932,Lucknow,8,107,28913,17271,Loss
942045,Indore,8,80,33221,16767,Loss
908999,Bangalore,3,865,14809,8143,Profitable
449396,Jaipur,8,104,43534,7168,Loss
280838,Indore,7,933,7446,45830,Medium
138501,Jaipur,10,621,47409,17874,Loss
519584,Bhopal,6,785,13797,17191,Medium
361439,Kolkata,7,514,14953,47112,Loss
623427,Mumbai,8,639,21998,31529,Loss
979871,Kolkata,1,610,17694,22274,Profitable
403385,Pune,4,497,16358,21172,Loss
432769,Indore,10,860,18103,38085,Loss
534027,Ahmedabad,7,587,41736,35821,Loss
789968,Mumbai,9,219,23039,49389,Loss
791954,Mumbai,7,204,42006,34668,Loss
309032,Delhi,4,369,36446,43154,Loss
106888,Kolkata,4,893,11170,44356,Medium
795724,Pune,2,61,38721,27711,Medium
650711,Ahmedabad,3,912,36867,28306,Profitable
619849,Kolkata,9,544,10874,12702,Loss
